id,user_id,service_id,vendor_id,booking_reference,service_name_at_booking,service_price_at_booking,scheduled_at,booking_date,booking_time,time_slot,status,price_total,price_service,price_tax,price_discount,payment_method,payment_status,special_requests,cancellation_reason,cancelled_at,cancelled_by,completed_at,created_at,created_by,updated_at,updated_by,deleted_at
11,2,522,24,BOOK000011,Septic Tank Cleaning,499.00,2025-01-01 09:47:53,2024-12-06,14:00:00,,COMPLETED,573.85,499.00,74.85,0.00,DEBIT_CARD,PAID,,,,,,2024-12-06 09:47:53,2,2024-12-06 09:47:53,2,
12,2,573,26,BOOK000012,Loading Unloading,1499.00,2025-01-26 18:10:48,2025-01-06,15:00:00,,COMPLETED,1623.85,1499.00,224.85,100.00,CREDIT_CARD,PAID,,,,,,2025-01-06 18:10:48,2,2025-01-06 18:10:48,2,
13,2,79,4,BOOK000013,Light Fitting,499.00,2025-01-18 04:37:54,2024-12-23,12:00:00,,COMPLETED,523.85,499.00,74.85,50.00,DEBIT_CARD,PAID,,,,,,2024-12-23 04:37:54,2,2024-12-23 04:37:54,2,
14,2,159,8,BOOK000014,Software Install,499.00,2024-02-03 10:59:37,2024-01-28,15:00:00,,COMPLETED,473.85,499.00,74.85,100.00,UPI,PAID,,,,,,2024-01-28 10:59:37,2,2024-01-28 10:59:37,2,
15,2,68,4,BOOK000015,MCB Installation,499.00,2025-11-09 16:10:54,2025-10-20,13:00:00,,CONFIRMED,523.85,499.00,74.85,50.00,UPI,FAILED,,,,,,2025-10-20 16:10:54,2,2025-10-20 16:10:54,2,
16,2,36,2,BOOK000016,Virus Removal,999.00,2024-05-13 19:59:02,2024-05-07,18:00:00,,COMPLETED,1098.85,999.00,149.85,50.00,CREDIT_CARD,PAID,,,,,,2024-05-07 19:59:02,2,2024-05-07 19:59:02,2,
17,2,359,17,BOOK000017,CCTV Installation,599.00,2025-11-13 07:32:39,2025-10-15,12:00:00,,COMPLETED,638.85,599.00,89.85,50.00,CREDIT_CARD,PAID,,,,,,2025-10-15 07:32:39,2,2025-10-15 07:32:39,2,
18,2,176,8,BOOK000018,CCTV Installation,499.00,2024-08-31 03:31:39,2024-08-20,14:00:00,,COMPLETED,473.85,499.00,74.85,100.00,DEBIT_CARD,PAID,,,,,,2024-08-20 03:31:39,2,2024-08-20 03:31:39,2,
19,2,465,21,BOOK000019,Refrigerator Repair,1999.00,2025-02-24 19:27:02,2025-02-13,14:00:00,,COMPLETED,2198.85,1999.00,299.85,100.00,UPI,PAID,,,,,,2025-02-13 19:27:02,2,2025-02-13 19:27:02,2,
20,2,420,19,BOOK000020,Switch Repair,2500.00,2025-08-29 09:57:45,2025-08-05,09:00:00,,COMPLETED,2775.00,2500.00,375.00,100.00,DEBIT_CARD,PAID,,,,,,2025-08-05 09:57:45,2,2025-08-05 09:57:45,2,
21,2,384,18,BOOK000021,Septic Tank Cleaning,2500.00,2025-02-02 22:30:27,2025-01-29,10:00:00,,COMPLETED,2825.00,2500.00,375.00,50.00,CREDIT_CARD,PAID,,,,,,2025-01-29 22:30:27,2,2025-01-29 22:30:27,2,
22,2,122,6,BOOK000022,Kitchen Cleaning,2500.00,2024-06-05 08:55:22,2024-05-13,14:00:00,,COMPLETED,2825.00,2500.00,375.00,50.00,UPI,PAID,,,,,,2024-05-13 08:55:22,2,2024-05-13 08:55:22,2,
23,2,5,1,BOOK000023,CCTV Installation,399.00,2024-02-01 15:16:22,2024-01-16,18:00:00,,COMPLETED,358.85,399.00,59.85,100.00,CREDIT_CARD,PAID,,,,,,2024-01-16 15:16:22,2,2024-01-16 15:16:22,2,
24,2,166,8,BOOK000024,Software Install,999.00,2025-02-14 12:42:17,2025-02-08,11:00:00,,COMPLETED,1148.85,999.00,149.85,0.00,UPI,PAID,,,,,,2025-02-08 12:42:17,2,2025-02-08 12:42:17,2,
25,29,282,13,BOOK000025,Pest Control,399.00,2025-02-13 00:42:14,2025-01-14,13:00:00,,COMPLETED,458.85,399.00,59.85,0.00,CREDIT_CARD,PAID,,,,,,2025-01-14 00:42:14,29,2025-01-14 00:42:14,29,
26,29,543,25,BOOK000026,Gardening,2500.00,2024-08-08 07:49:34,2024-07-18,14:00:00,,COMPLETED,2825.00,2500.00,375.00,50.00,WALLET,PAID,,,,,,2024-07-18 07:49:34,29,2024-07-18 07:49:34,29,
27,29,508,23,BOOK000027,Deep Cleaning,599.00,2025-01-02 15:40:51,2024-12-30,15:00:00,,COMPLETED,588.85,599.00,89.85,100.00,UPI,PAID,,,,,,2024-12-30 15:40:51,29,2024-12-30 15:40:51,29,
28,29,169,8,BOOK000028,Virus Removal,2500.00,2024-09-15 04:16:55,2024-08-16,18:00:00,,COMPLETED,2775.00,2500.00,375.00,100.00,CREDIT_CARD,PAID,,,,,,2024-08-16 04:16:55,29,2024-08-16 04:16:55,29,
29,29,186,9,BOOK000029,Leak Detection,399.00,2025-04-13 17:07:50,2025-03-21,12:00:00,,COMPLETED,408.85,399.00,59.85,50.00,WALLET,PAID,,,,,,2025-03-21 17:07:50,29,2025-03-21 17:07:50,29,
30,29,76,4,BOOK000030,Switch Repair,1299.00,2024-12-16 20:24:45,2024-12-07,17:00:00,,PENDING,1393.85,1299.00,194.85,100.00,WALLET,UNPAID,,,,,,2024-12-07 20:24:45,29,2024-12-07 20:24:45,29,
31,29,274,13,BOOK000031,Carpet Cleaning,799.00,2025-06-29 14:08:36,2025-06-11,09:00:00,,CONFIRMED,868.85,799.00,119.85,50.00,UPI,UNPAID,,,,,,2025-06-11 14:08:36,29,2025-06-11 14:08:36,29,
32,29,296,14,BOOK000032,Deep Cleaning,699.00,2024-08-11 00:11:33,2024-07-21,12:00:00,,COMPLETED,803.85,699.00,104.85,0.00,UPI,PAID,,,,,,2024-07-21 00:11:33,29,2024-07-21 00:11:33,29,
33,29,382,18,BOOK000033,Bathroom Fitting,999.00,2025-11-15 23:22:01,2025-11-08,11:00:00,,COMPLETED,1048.85,999.00,149.85,100.00,WALLET,PAID,,,,,,2025-11-08 23:22:01,29,2025-11-08 23:22:01,29,
34,29,467,21,BOOK000034,Refrigerator Repair,799.00,2024-12-19 14:10:18,2024-11-20,15:00:00,,CONFIRMED,918.85,799.00,119.85,0.00,DEBIT_CARD,UNPAID,,,,,,2024-11-20 14:10:18,29,2024-11-20 14:10:18,29,
35,29,440,20,BOOK000035,Fan Installation,399.00,2025-11-20 16:33:56,2025-11-10,18:00:00,,COMPLETED,408.85,399.00,59.85,50.00,DEBIT_CARD,PAID,,,,,,2025-11-10 16:33:56,29,2025-11-10 16:33:56,29,
36,29,298,14,BOOK000036,Kitchen Cleaning,699.00,2025-09-11 23:19:06,2025-09-05,11:00:00,,COMPLETED,703.85,699.00,104.85,100.00,DEBIT_CARD,PAID,,,,,,2025-09-05 23:19:06,29,2025-09-05 23:19:06,29,
37,29,52,3,BOOK000037,Website Development,1299.00,2024-04-23 16:10:21,2024-04-18,15:00:00,,COMPLETED,1493.85,1299.00,194.85,0.00,WALLET,PAID,,,,,,2024-04-18 16:10:21,29,2024-04-18 16:10:21,29,
38,29,222,11,BOOK000038,Pest Control,3000.00,2024-03-09 20:39:22,2024-02-25,11:00:00,,CONFIRMED,3400.00,3000.00,450.00,50.00,CREDIT_CARD,FAILED,,,,,,2024-02-25 20:39:22,29,2024-02-25 20:39:22,29,
39,29,10,1,BOOK000039,CCTV Installation,399.00,2024-08-18 05:01:58,2024-07-28,09:00:00,,COMPLETED,408.85,399.00,59.85,50.00,CREDIT_CARD,PAID,,,,,,2024-07-28 05:01:58,29,2024-07-28 05:01:58,29,
40,29,65,3,BOOK000040,CCTV Installation,1999.00,2024-08-13 09:13:25,2024-07-22,15:00:00,,COMPLETED,2248.85,1999.00,299.85,50.00,UPI,PAID,,,,,,2024-07-22 09:13:25,29,2024-07-22 09:13:25,29,
41,29,124,6,BOOK000041,Bathroom Cleaning,799.00,2025-09-07 08:40:02,2025-08-29,15:00:00,,COMPLETED,918.85,799.00,119.85,0.00,WALLET,PAID,,,,,,2025-08-29 08:40:02,29,2025-08-29 08:40:02,29,
42,29,425,20,BOOK000042,Electrical Fault,599.00,2024-12-27 16:37:14,2024-12-05,11:00:00,,COMPLETED,688.85,599.00,89.85,0.00,UPI,PAID,,,,,,2024-12-05 16:37:14,29,2024-12-05 16:37:14,29,
43,30,531,24,BOOK000043,Pipe Repair,1999.00,2025-05-20 04:50:56,2025-04-20,10:00:00,,COMPLETED,2248.85,1999.00,299.85,50.00,CREDIT_CARD,PAID,,,,,,2025-04-20 04:50:56,30,2025-04-20 04:50:56,30,
44,30,120,6,BOOK000044,Kitchen Cleaning,1299.00,2024-03-30 14:50:20,2024-03-08,18:00:00,,CONFIRMED,1443.85,1299.00,194.85,50.00,CREDIT_CARD,UNPAID,,,,,,2024-03-08 14:50:20,30,2024-03-08 14:50:20,30,
45,30,90,4,BOOK000045,MCB Installation,3000.00,2025-02-28 09:02:47,2025-02-22,16:00:00,,COMPLETED,3350.00,3000.00,450.00,100.00,WALLET,PAID,,,,,,2025-02-22 09:02:47,30,2025-02-22 09:02:47,30,
46,30,225,11,BOOK000046,Deep Cleaning,299.00,2025-05-18 19:07:33,2025-05-03,15:00:00,,COMPLETED,343.85,299.00,44.85,0.00,WALLET,PAID,,,,,,2025-05-03 19:07:33,30,2025-05-03 19:07:33,30,
47,30,276,13,BOOK000047,Carpet Cleaning,599.00,2025-08-04 21:58:25,2025-07-29,14:00:00,,CONFIRMED,688.85,599.00,89.85,0.00,CREDIT_CARD,UNPAID,,,,,,2025-07-29 21:58:25,30,2025-07-29 21:58:25,30,
48,30,551,25,BOOK000048,Pest Control,799.00,2024-10-09 00:07:33,2024-09-09,18:00:00,,COMPLETED,868.85,799.00,119.85,50.00,CREDIT_CARD,PAID,,,,,,2024-09-09 00:07:33,30,2024-09-09 00:07:33,30,
49,30,326,15,BOOK000049,Waterproofing,299.00,2025-04-10 02:55:11,2025-03-12,14:00:00,,CONFIRMED,293.85,299.00,44.85,50.00,WALLET,FAILED,,,,,,2025-03-12 02:55:11,30,2025-03-12 02:55:11,30,
50,30,511,23,BOOK000050,AC Service,799.00,2025-07-11 21:33:36,2025-06-22,09:00:00,,COMPLETED,868.85,799.00,119.85,50.00,UPI,PAID,,,,,,2025-06-22 21:33:36,30,2025-06-22 21:33:36,30,
51,30,425,20,BOOK000051,Electrical Fault,599.00,2024-06-17 05:50:09,2024-06-13,10:00:00,,COMPLETED,588.85,599.00,89.85,100.00,WALLET,PAID,,,,,,2024-06-13 05:50:09,30,2024-06-13 05:50:09,30,
52,30,445,20,BOOK000052,Electrical Fault,3000.00,2024-12-25 12:13:21,2024-11-28,13:00:00,,CONFIRMED,3450.00,3000.00,450.00,0.00,UPI,UNPAID,,,,,,2024-11-28 12:13:21,30,2024-11-28 12:13:21,30,
53,30,18,1,BOOK000053,Printer Repair,1999.00,2024-02-10 07:27:22,2024-01-27,12:00:00,,COMPLETED,2248.85,1999.00,299.85,50.00,DEBIT_CARD,PAID,,,,,,2024-01-27 07:27:22,30,2024-01-27 07:27:22,30,
54,30,445,20,BOOK000054,Electrical Fault,3000.00,2024-01-03 13:55:30,2024-01-02,09:00:00,,COMPLETED,3350.00,3000.00,450.00,100.00,UPI,PAID,,,,,,2024-01-02 13:55:30,30,2024-01-02 13:55:30,30,
55,30,315,15,BOOK000055,Nerolac Painting,699.00,2024-05-16 20:31:19,2024-05-02,10:00:00,,CONFIRMED,703.85,699.00,104.85,100.00,CREDIT_CARD,UNPAID,,,,,,2024-05-02 20:31:19,30,2024-05-02 20:31:19,30,
56,30,380,18,BOOK000056,Pipe Repair,299.00,2025-03-04 17:57:42,2025-02-02,18:00:00,,COMPLETED,343.85,299.00,44.85,0.00,DEBIT_CARD,PAID,,,,,,2025-02-02 17:57:42,30,2025-02-02 17:57:42,30,
57,30,504,23,BOOK000057,Refrigerator Repair,799.00,2024-09-11 21:12:40,2024-08-13,10:00:00,,CONFIRMED,918.85,799.00,119.85,0.00,CREDIT_CARD,UNPAID,,,,,,2024-08-13 21:12:40,30,2024-08-13 21:12:40,30,
58,30,128,6,BOOK000058,Sofa Cleaning,299.00,2024-10-21 11:32:57,2024-10-18,12:00:00,,COMPLETED,343.85,299.00,44.85,0.00,WALLET,PAID,,,,,,2024-10-18 11:32:57,30,2024-10-18 11:32:57,30,
59,30,280,13,BOOK000059,Deep Cleaning,3000.00,2024-07-05 10:36:45,2024-06-11,12:00:00,,COMPLETED,3450.00,3000.00,450.00,0.00,WALLET,PAID,,,,,,2024-06-11 10:36:45,30,2024-06-11 10:36:45,30,
60,30,39,2,BOOK000060,Computer Repair,799.00,2024-12-28 09:51:47,2024-12-10,09:00:00,,COMPLETED,868.85,799.00,119.85,50.00,DEBIT_CARD,PAID,,,,,,2024-12-10 09:51:47,30,2024-12-10 09:51:47,30,
61,31,532,24,BOOK000061,Geyser Installation,299.00,2025-07-27 02:16:30,2025-07-26,17:00:00,,COMPLETED,243.85,299.00,44.85,100.00,DEBIT_CARD,PAID,,,,,,2025-07-26 02:16:30,31,2025-07-26 02:16:30,31,
62,31,50,3,BOOK000062,Virus Removal,699.00,2024-10-24 07:32:01,2024-09-24,17:00:00,,CONFIRMED,753.85,699.00,104.85,50.00,CREDIT_CARD,FAILED,,,,,,2024-09-24 07:32:01,31,2024-09-24 07:32:01,31,
63,31,417,19,BOOK000063,Switch Repair,2500.00,2025-04-09 18:42:21,2025-03-22,10:00:00,,COMPLETED,2875.00,2500.00,375.00,0.00,DEBIT_CARD,PAID,,,,,,2025-03-22 18:42:21,31,2025-03-22 18:42:21,31,
64,31,235,11,BOOK000064,Gardening,599.00,2025-03-31 03:46:27,2025-03-29,13:00:00,,COMPLETED,588.85,599.00,89.85,100.00,CREDIT_CARD,PAID,,,,,,2025-03-29 03:46:27,31,2025-03-29 03:46:27,31,
65,31,458,21,BOOK000065,Bathroom Cleaning,599.00,2025-02-25 22:15:30,2025-02-05,12:00:00,,COMPLETED,588.85,599.00,89.85,100.00,UPI,PAID,,,,,,2025-02-05 22:15:30,31,2025-02-05 22:15:30,31,
66,31,465,21,BOOK000066,Refrigerator Repair,1999.00,2024-12-17 21:56:35,2024-11-25,18:00:00,,CONFIRMED,2298.85,1999.00,299.85,0.00,CREDIT_CARD,UNPAID,,,,,,2024-11-25 21:56:35,31,2024-11-25 21:56:35,31,
67,31,57,3,BOOK000067,Computer Repair,299.00,2024-05-18 23:28:17,2024-04-20,09:00:00,,CONFIRMED,243.85,299.00,44.85,100.00,WALLET,FAILED,,,,,,2024-04-20 23:28:17,31,2024-04-20 23:28:17,31,
68,31,415,19,BOOK000068,Switch Repair,799.00,2025-09-16 09:00:52,2025-08-21,15:00:00,,CANCELLED,918.85,799.00,119.85,0.00,CREDIT_CARD,FAILED,,Customer request,,,,2025-08-21 09:00:52,31,2025-08-21 09:00:52,31,
69,31,545,25,BOOK000069,Kitchen Cleaning,299.00,2024-04-13 10:21:15,2024-03-29,13:00:00,,CONFIRMED,343.85,299.00,44.85,0.00,WALLET,FAILED,,,,,,2024-03-29 10:21:15,31,2024-03-29 10:21:15,31,
70,31,102,5,BOOK000070,Tap Installation,2500.00,2024-10-14 10:16:31,2024-10-02,12:00:00,,COMPLETED,2775.00,2500.00,375.00,100.00,DEBIT_CARD,PAID,,,,,,2024-10-02 10:16:31,31,2024-10-02 10:16:31,31,
71,31,530,24,BOOK000071,Tap Installation,399.00,2025-10-04 23:14:21,2025-09-18,13:00:00,,COMPLETED,358.85,399.00,59.85,100.00,WALLET,PAID,,,,,,2025-09-18 23:14:21,31,2025-09-18 23:14:21,31,
72,31,482,22,BOOK000072,Computer Repair,1299.00,2024-10-31 23:18:40,2024-10-17,17:00:00,,COMPLETED,1493.85,1299.00,194.85,0.00,DEBIT_CARD,PAID,,,,,,2024-10-17 23:18:40,31,2024-10-17 23:18:40,31,
73,31,449,21,BOOK000073,AC Service,699.00,2024-02-12 07:13:57,2024-02-02,15:00:00,,COMPLETED,803.85,699.00,104.85,0.00,WALLET,PAID,,,,,,2024-02-02 07:13:57,31,2024-02-02 07:13:57,31,
74,31,445,20,BOOK000074,Electrical Fault,3000.00,2025-08-30 10:48:54,2025-08-13,13:00:00,,COMPLETED,3450.00,3000.00,450.00,0.00,WALLET,PAID,,,,,,2025-08-13 10:48:54,31,2025-08-13 10:48:54,31,
75,31,379,17,BOOK000075,Data Recovery,399.00,2025-02-19 14:21:51,2025-02-05,11:00:00,,COMPLETED,358.85,399.00,59.85,100.00,DEBIT_CARD,PAID,,,,,,2025-02-05 14:21:51,31,2025-02-05 14:21:51,31,
76,31,57,3,BOOK000076,Computer Repair,299.00,2025-03-11 20:09:44,2025-02-23,17:00:00,,COMPLETED,293.85,299.00,44.85,50.00,DEBIT_CARD,PAID,,,,,,2025-02-23 20:09:44,31,2025-02-23 20:09:44,31,
77,32,413,19,BOOK000077,Electrical Fault,2500.00,2024-09-05 02:05:27,2024-08-26,16:00:00,,CANCELLED,2825.00,2500.00,375.00,50.00,UPI,FAILED,,Customer request,,,,2024-08-26 02:05:27,32,2024-08-26 02:05:27,32,
78,32,101,5,BOOK000078,Bathroom Fitting,1999.00,2024-03-09 14:16:57,2024-03-06,09:00:00,,COMPLETED,2248.85,1999.00,299.85,50.00,UPI,PAID,,,,,,2024-03-06 14:16:57,32,2024-03-06 14:16:57,32,
79,32,20,1,BOOK000079,Laptop Service,1499.00,2025-09-18 05:53:21,2025-09-02,13:00:00,,COMPLETED,1723.85,1499.00,224.85,0.00,WALLET,PAID,,,,,,2025-09-02 05:53:21,32,2025-09-02 05:53:21,32,
80,32,455,21,BOOK000080,Deep Cleaning,399.00,2024-10-02 12:16:05,2024-09-16,15:00:00,,COMPLETED,358.85,399.00,59.85,100.00,WALLET,PAID,,,,,,2024-09-16 12:16:05,32,2024-09-16 12:16:05,32,
81,32,455,21,BOOK000081,Deep Cleaning,399.00,2025-10-03 07:10:57,2025-09-15,14:00:00,,COMPLETED,458.85,399.00,59.85,0.00,CREDIT_CARD,PAID,,,,,,2025-09-15 07:10:57,32,2025-09-15 07:10:57,32,
82,32,509,23,BOOK000082,Bathroom Cleaning,1299.00,2024-03-15 20:21:14,2024-03-08,14:00:00,,CONFIRMED,1443.85,1299.00,194.85,50.00,WALLET,UNPAID,,,,,,2024-03-08 20:21:14,32,2024-03-08 20:21:14,32,
83,32,474,22,BOOK000083,Data Recovery,599.00,2025-10-21 01:10:16,2025-10-10,12:00:00,,COMPLETED,588.85,599.00,89.85,100.00,CREDIT_CARD,PAID,,,,,,2025-10-10 01:10:16,32,2025-10-10 01:10:16,32,
84,32,133,6,BOOK000084,Bathroom Cleaning,299.00,2025-04-18 11:28:33,2025-04-15,17:00:00,,CONFIRMED,293.85,299.00,44.85,50.00,WALLET,UNPAID,,,,,,2025-04-15 11:28:33,32,2025-04-15 11:28:33,32,
85,32,365,17,BOOK000085,WiFi Setup,399.00,2025-02-22 13:51:21,2025-01-24,13:00:00,,CANCELLED,358.85,399.00,59.85,100.00,WALLET,FAILED,,Customer request,,,,2025-01-24 13:51:21,32,2025-01-24 13:51:21,32,
86,32,122,6,BOOK000086,Kitchen Cleaning,2500.00,2024-06-05 10:01:26,2024-05-09,12:00:00,,COMPLETED,2875.00,2500.00,375.00,0.00,CREDIT_CARD,PAID,,,,,,2024-05-09 10:01:26,32,2024-05-09 10:01:26,32,
87,32,19,1,BOOK000087,Data Recovery,1499.00,2025-06-15 23:07:39,2025-05-21,11:00:00,,COMPLETED,1623.85,1499.00,224.85,100.00,UPI,PAID,,,,,,2025-05-21 23:07:39,32,2025-05-21 23:07:39,32,
88,32,3,1,BOOK000088,WiFi Setup,699.00,2025-05-16 19:02:51,2025-04-16,11:00:00,,COMPLETED,803.85,699.00,104.85,0.00,WALLET,PAID,,,,,,2025-04-16 19:02:51,32,2025-04-16 19:02:51,32,
89,32,144,7,BOOK000089,Loading Unloading,399.00,2025-01-02 09:31:17,2024-12-13,13:00:00,,COMPLETED,458.85,399.00,59.85,0.00,CREDIT_CARD,PAID,,,,,,2024-12-13 09:31:17,32,2024-12-13 09:31:17,32,
90,32,146,7,BOOK000090,Car Transport,1299.00,2024-08-01 23:59:01,2024-07-18,11:00:00,,CONFIRMED,1493.85,1299.00,194.85,0.00,WALLET,UNPAID,,,,,,2024-07-18 23:59:01,32,2024-07-18 23:59:01,32,
91,32,139,7,BOOK000091,Interstate Moving,1999.00,2025-10-27 10:26:49,2025-10-22,11:00:00,,COMPLETED,2248.85,1999.00,299.85,50.00,CREDIT_CARD,PAID,,,,,,2025-10-22 10:26:49,32,2025-10-22 10:26:49,32,
92,32,65,3,BOOK000092,CCTV Installation,1999.00,2024-07-27 17:19:12,2024-07-06,10:00:00,,COMPLETED,2298.85,1999.00,299.85,0.00,DEBIT_CARD,PAID,,,,,,2024-07-06 17:19:12,32,2024-07-06 17:19:12,32,
93,32,281,13,BOOK000093,Kitchen Cleaning,1299.00,2025-03-18 12:32:11,2025-03-07,15:00:00,,CANCELLED,1443.85,1299.00,194.85,50.00,UPI,UNPAID,,Customer request,,,,2025-03-07 12:32:11,32,2025-03-07 12:32:11,32,
94,32,240,11,BOOK000094,Sofa Cleaning,1499.00,2024-10-11 03:22:20,2024-09-29,16:00:00,,CANCELLED,1723.85,1499.00,224.85,0.00,WALLET,UNPAID,,Customer request,,,,2024-09-29 03:22:20,32,2024-09-29 03:22:20,32,
95,33,212,10,BOOK000095,Printer Repair,999.00,2024-10-08 14:34:09,2024-09-08,15:00:00,,CANCELLED,1148.85,999.00,149.85,0.00,WALLET,UNPAID,,Customer request,,,,2024-09-08 14:34:09,33,2024-09-08 14:34:09,33,
96,33,322,15,BOOK000096,Wood Polishing,699.00,2024-05-21 02:24:15,2024-05-18,10:00:00,,COMPLETED,803.85,699.00,104.85,0.00,UPI,PAID,,,,,,2024-05-18 02:24:15,33,2024-05-18 02:24:15,33,
97,33,544,25,BOOK000097,Bathroom Cleaning,799.00,2024-07-07 01:57:30,2024-06-13,11:00:00,,COMPLETED,868.85,799.00,119.85,50.00,WALLET,PAID,,,,,,2024-06-13 01:57:30,33,2024-06-13 01:57:30,33,
98,33,102,5,BOOK000098,Tap Installation,2500.00,2024-04-23 12:54:20,2024-04-02,14:00:00,,COMPLETED,2825.00,2500.00,375.00,50.00,DEBIT_CARD,PAID,,,,,,2024-04-02 12:54:20,33,2024-04-02 12:54:20,33,
99,33,200,10,BOOK000099,CCTV Installation,299.00,2024-01-16 03:49:53,2024-01-04,18:00:00,,COMPLETED,293.85,299.00,44.85,50.00,CREDIT_CARD,PAID,,,,,,2024-01-04 03:49:53,33,2024-01-04 03:49:53,33,
100,33,408,19,BOOK000100,Electrical Fault,1999.00,2024-06-04 04:39:09,2024-05-23,12:00:00,,COMPLETED,2298.85,1999.00,299.85,0.00,UPI,PAID,,,,,,2024-05-23 04:39:09,33,2024-05-23 04:39:09,33,
101,33,52,3,BOOK000101,Website Development,1299.00,2025-12-06 05:35:09,2025-11-06,18:00:00,,COMPLETED,1443.85,1299.00,194.85,50.00,CREDIT_CARD,PAID,,,,,,2025-11-06 05:35:09,33,2025-11-06 05:35:09,33,
102,33,544,25,BOOK000102,Bathroom Cleaning,799.00,2024-03-19 05:17:13,2024-03-04,15:00:00,,COMPLETED,868.85,799.00,119.85,50.00,CREDIT_CARD,PAID,,,,,,2024-03-04 05:17:13,33,2024-03-04 05:17:13,33,
103,33,573,26,BOOK000103,Loading Unloading,1499.00,2024-01-10 10:22:33,2024-01-03,13:00:00,,COMPLETED,1623.85,1499.00,224.85,100.00,UPI,PAID,,,,,,2024-01-03 10:22:33,33,2024-01-03 10:22:33,33,
104,33,492,22,BOOK000104,Data Recovery,999.00,2024-01-21 09:41:42,2024-01-04,17:00:00,,COMPLETED,1148.85,999.00,149.85,0.00,UPI,PAID,,,,,,2024-01-04 09:41:42,33,2024-01-04 09:41:42,33,
105,33,532,24,BOOK000105,Geyser Installation,299.00,2024-11-01 07:11:46,2024-10-27,13:00:00,,COMPLETED,293.85,299.00,44.85,50.00,CREDIT_CARD,PAID,,,,,,2024-10-27 07:11:46,33,2024-10-27 07:11:46,33,
106,33,177,8,BOOK000106,Software Install,999.00,2025-01-06 13:01:45,2024-12-07,18:00:00,,COMPLETED,1048.85,999.00,149.85,100.00,CREDIT_CARD,PAID,,,,,,2024-12-07 13:01:45,33,2024-12-07 13:01:45,33,
107,33,482,22,BOOK000107,Computer Repair,1299.00,2024-12-05 17:42:57,2024-11-05,18:00:00,,PENDING,1393.85,1299.00,194.85,100.00,DEBIT_CARD,UNPAID,,,,,,2024-11-05 17:42:57,33,2024-11-05 17:42:57,33,
108,33,293,14,BOOK000108,Pest Control,3000.00,2024-12-10 10:01:44,2024-12-04,18:00:00,,COMPLETED,3350.00,3000.00,450.00,100.00,WALLET,PAID,,,,,,2024-12-04 10:01:44,33,2024-12-04 10:01:44,33,
