id,vendor_id,service_name,category,category_id,category_legacy,description,price,duration_minutes,address,city,state,postal_code,latitude,longitude,available_from_time,available_to_time,is_available,is_featured,approval_status,approval_reason,rejection_reason,average_rating,total_reviews,is_active,created_at,updated_at,deleted_at
15,1,Virus Removal,IT & Software,6,,Virus Removal provided by experienced technicians.,999.00,30,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,false,false,APPROVED,,,5.00,1,true,45458,45918,
16,1,Data Recovery,IT & Software,6,,Data Recovery provided by experienced technicians.,499.00,90,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,true,true,APPROVED,,,4.50,2,true,45294,45514,
17,1,Data Recovery,IT & Software,6,,Data Recovery provided by experienced technicians.,299.00,30,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45407,45513,
18,1,Printer Repair,IT & Software,6,,Printer Repair provided by experienced technicians.,1999.00,45,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,false,true,APPROVED,,,5.00,5,true,45292,45442,
19,1,Data Recovery,IT & Software,6,,Data Recovery provided by experienced technicians.,1499.00,90,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,true,false,APPROVED,,,4.50,2,true,45831,45934,
20,1,Laptop Service,IT & Software,6,,Laptop Service provided by experienced technicians.,1499.00,30,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,false,true,APPROVED,,,3.67,3,true,45898,45937,
21,1,Data Recovery,IT & Software,6,,Data Recovery provided by experienced technicians.,2500.00,45,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,false,false,APPROVED,,,5.00,1,true,45586,45929,
22,1,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,299.00,60,,Mumbai,Maharashtra,400023,19.0602,72.9099,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45377,45447,
23,2,Laptop Service,IT & Software,6,,Laptop Service provided by experienced technicians.,2500.00,90,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,4.50,2,true,45539,45553,
24,2,Laptop Service,IT & Software,6,,Laptop Service provided by experienced technicians.,3000.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,true,APPROVED,,,0.00,0,true,45910,45924,
25,2,CCTV Installation,IT & Software,6,,CCTV Installation provided by experienced technicians.,299.00,30,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,true,APPROVED,,,5.00,1,true,45726,45770,
26,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,2500.00,120,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,true,APPROVED,,,3.00,1,true,45670,45961,
27,2,Software Install,IT & Software,6,,Software Install provided by experienced technicians.,1999.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45589,45725,
28,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,2500.00,45,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45922,45935,
29,2,Printer Repair,IT & Software,6,,Printer Repair provided by experienced technicians.,799.00,45,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45884,45895,
30,2,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,1999.00,45,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,true,APPROVED,,,0.00,0,true,45511,45581,
31,2,Printer Repair,IT & Software,6,,Printer Repair provided by experienced technicians.,299.00,120,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45498,45955,
32,2,Virus Removal,IT & Software,6,,Virus Removal provided by experienced technicians.,1999.00,30,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,true,APPROVED,,,4.00,3,true,45869,45877,
33,2,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,1299.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,false,APPROVED,,,4.00,1,true,45739,45839,
34,2,Software Install,IT & Software,6,,Software Install provided by experienced technicians.,399.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45904,45922,
35,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,999.00,45,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,false,APPROVED,,,2.50,2,true,45336,45740,
36,2,Virus Removal,IT & Software,6,,Virus Removal provided by experienced technicians.,999.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,4.00,1,true,45868,45873,
37,2,Laptop Service,IT & Software,6,,Laptop Service provided by experienced technicians.,1499.00,120,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,4.00,1,true,45608,45947,
38,2,WiFi Setup,IT & Software,6,,WiFi Setup provided by experienced technicians.,1499.00,45,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45544,45947,
39,2,Computer Repair,IT & Software,6,,Computer Repair provided by experienced technicians.,799.00,30,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,5.00,2,true,45660,45703,
40,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,799.00,120,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45573,45662,
41,2,Computer Repair,IT & Software,6,,Computer Repair provided by experienced technicians.,1299.00,30,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,true,APPROVED,,,3.00,1,true,45887,45920,
42,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,1299.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,false,false,APPROVED,,,4.50,2,true,45887,45907,
43,2,Laptop Service,IT & Software,6,,Laptop Service provided by experienced technicians.,299.00,60,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,5.00,2,true,45301,45844,
44,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,299.00,90,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,true,APPROVED,,,5.00,1,true,45808,45847,
45,2,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,1499.00,30,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,3.00,1,true,45651,45802,
46,2,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,999.00,30,,Pune,Maharashtra,411006,18.5139,73.9225,09:00:00,18:00:00,true,false,APPROVED,,,4.00,1,true,45817,45946,
47,3,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,999.00,30,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45371,45474,
48,3,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,299.00,120,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45875,45954,
49,3,Software Install,IT & Software,6,,Software Install provided by experienced technicians.,399.00,30,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,4.67,3,true,45807,45897,
50,3,Virus Removal,IT & Software,6,,Virus Removal provided by experienced technicians.,699.00,45,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45722,45781,
51,3,Software Install,IT & Software,6,,Software Install provided by experienced technicians.,1499.00,30,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,true,APPROVED,,,5.00,2,true,45561,45798,
52,3,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,1299.00,120,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,true,APPROVED,,,5.00,4,true,45343,45745,
53,3,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,1999.00,60,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45323,45815,
54,3,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,1999.00,60,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,5.00,2,true,45529,45878,
55,3,Computer Repair,IT & Software,6,,Computer Repair provided by experienced technicians.,3000.00,60,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45618,45799,
56,3,CCTV Installation,IT & Software,6,,CCTV Installation provided by experienced technicians.,3000.00,45,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45824,45847,
57,3,Computer Repair,IT & Software,6,,Computer Repair provided by experienced technicians.,299.00,90,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,4.67,3,true,45619,45686,
58,3,WiFi Setup,IT & Software,6,,WiFi Setup provided by experienced technicians.,499.00,30,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,true,APPROVED,,,5.00,1,true,45708,45796,
59,3,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,699.00,60,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,true,APPROVED,,,0.00,0,true,45752,45932,
60,3,Website Development,IT & Software,6,,Website Development provided by experienced technicians.,2500.00,30,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45562,45731,
61,3,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,2500.00,30,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,false,true,APPROVED,,,0.00,0,true,45403,45723,
62,3,Computer Repair,IT & Software,6,,Computer Repair provided by experienced technicians.,3000.00,120,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,3.67,3,true,45785,45897,
63,3,Software Install,IT & Software,6,,Software Install provided by experienced technicians.,699.00,60,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45365,45516,
64,3,Network Setup,IT & Software,6,,Network Setup provided by experienced technicians.,299.00,45,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45884,45939,
65,3,CCTV Installation,IT & Software,6,,CCTV Installation provided by experienced technicians.,1999.00,45,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,true,false,APPROVED,,,4.25,4,true,45731,45780,
66,3,Software Install,IT & Software,6,,Software Install provided by experienced technicians.,999.00,60,,Bengaluru,Karnataka,560025,12.9252,77.6438,09:00:00,18:00:00,false,false,APPROVED,,,3.50,2,true,45738,45960,
67,4,AC Wiring,Electrical,2,,AC Wiring provided by experienced technicians.,499.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,4.00,1,true,45561,45599,
68,4,MCB Installation,Electrical,2,,MCB Installation provided by experienced technicians.,499.00,60,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,4.00,1,true,45619,45772,
69,4,Electrical Maintenance,Electrical,2,,Electrical Maintenance provided by experienced technicians.,699.00,30,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,false,false,APPROVED,,,4.00,3,true,45698,45709,
70,4,AC Wiring,Electrical,2,,AC Wiring provided by experienced technicians.,799.00,45,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,5.00,1,true,45450,45455,
71,4,MCB Installation,Electrical,2,,MCB Installation provided by experienced technicians.,699.00,90,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,5.00,2,true,45635,45710,
72,4,Electrical Maintenance,Electrical,2,,Electrical Maintenance provided by experienced technicians.,299.00,45,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,5.00,1,true,45566,45897,
73,4,AC Wiring,Electrical,2,,AC Wiring provided by experienced technicians.,1499.00,30,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,3.67,3,true,45412,45584,
74,4,Electrical Fault,Electrical,2,,Electrical Fault provided by experienced technicians.,699.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45563,45754,
75,4,MCB Installation,Electrical,2,,MCB Installation provided by experienced technicians.,599.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45480,45706,
76,4,Switch Repair,Electrical,2,,Switch Repair provided by experienced technicians.,1299.00,45,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45839,45892,
77,4,Earthing Work,Electrical,2,,Earthing Work provided by experienced technicians.,1499.00,60,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,4.50,2,true,45425,45754,
78,4,MCB Installation,Electrical,2,,MCB Installation provided by experienced technicians.,699.00,60,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,2.50,2,true,45525,45624,
79,4,Light Fitting,Electrical,2,,Light Fitting provided by experienced technicians.,499.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,5.00,3,true,45598,45700,
80,4,Electrical Maintenance,Electrical,2,,Electrical Maintenance provided by experienced technicians.,3000.00,30,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,4.00,1,true,45475,45609,
81,4,Earthing Work,Electrical,2,,Earthing Work provided by experienced technicians.,1299.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,5.00,2,true,45549,45754,
82,4,Light Fitting,Electrical,2,,Light Fitting provided by experienced technicians.,1999.00,90,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45520,45861,
83,4,Fan Installation,Electrical,2,,Fan Installation provided by experienced technicians.,1499.00,90,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,4.67,3,true,45853,45897,
84,4,Earthing Work,Electrical,2,,Earthing Work provided by experienced technicians.,1299.00,30,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45554,45931,
85,4,Circuit Breaker,Electrical,2,,Circuit Breaker provided by experienced technicians.,1299.00,60,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45337,45925,
86,4,Electrical Fault,Electrical,2,,Electrical Fault provided by experienced technicians.,299.00,60,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,false,false,APPROVED,,,4.00,1,true,45683,45726,
87,4,Switch Repair,Electrical,2,,Switch Repair provided by experienced technicians.,2500.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,5.00,2,true,45395,45534,
88,4,Earthing Work,Electrical,2,,Earthing Work provided by experienced technicians.,1499.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,true,APPROVED,,,0.00,0,true,45928,45953,
89,4,Earthing Work,Electrical,2,,Earthing Work provided by experienced technicians.,2500.00,120,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45866,45929,
90,4,MCB Installation,Electrical,2,,MCB Installation provided by experienced technicians.,3000.00,90,,Mumbai,Maharashtra,400021,18.9025,72.9262,09:00:00,18:00:00,true,false,APPROVED,,,4.50,2,true,45663,45783,
91,5,Pipeline Installation,Plumbing,1,,Pipeline Installation provided by experienced technicians.,499.00,120,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,5.00,1,true,45785,45842,
92,5,Drain Cleaning,Plumbing,1,,Drain Cleaning provided by experienced technicians.,999.00,45,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,3.00,1,true,45915,45956,
93,5,Pipeline Installation,Plumbing,1,,Pipeline Installation provided by experienced technicians.,399.00,45,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45668,45849,
94,5,Geyser Installation,Plumbing,1,,Geyser Installation provided by experienced technicians.,3000.00,90,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,4.25,4,true,45540,45833,
95,5,Tap Installation,Plumbing,1,,Tap Installation provided by experienced technicians.,3000.00,30,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,5.00,4,true,45758,45783,
96,5,Tap Installation,Plumbing,1,,Tap Installation provided by experienced technicians.,599.00,30,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,4.50,2,true,45603,45645,
97,5,Water Tank Repair,Plumbing,1,,Water Tank Repair provided by experienced technicians.,699.00,60,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45861,45921,
98,5,Tap Installation,Plumbing,1,,Tap Installation provided by experienced technicians.,2500.00,90,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45426,45680,
99,5,Septic Tank Cleaning,Plumbing,1,,Septic Tank Cleaning provided by experienced technicians.,999.00,120,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,4.00,3,true,45422,45819,
100,5,Tap Installation,Plumbing,1,,Tap Installation provided by experienced technicians.,1999.00,120,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,4.50,2,true,45637,45918,
101,5,Bathroom Fitting,Plumbing,1,,Bathroom Fitting provided by experienced technicians.,1999.00,45,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45371,45857,
102,5,Tap Installation,Plumbing,1,,Tap Installation provided by experienced technicians.,2500.00,45,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,4.50,4,true,45506,45644,
103,5,Water Tank Repair,Plumbing,1,,Water Tank Repair provided by experienced technicians.,1299.00,30,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,false,APPROVED,,,0.00,0,true,45662,45825,
104,5,Pipeline Installation,Plumbing,1,,Pipeline Installation provided by experienced technicians.,2500.00,60,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,false,true,APPROVED,,,4.67,3,true,45437,45609,
105,5,Leak Detection,Plumbing,1,,Leak Detection provided by experienced technicians.,1499.00,30,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,0.00,0,true,45889,45939,
106,5,Drain Cleaning,Plumbing,1,,Drain Cleaning provided by experienced technicians.,2500.00,60,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,4.50,2,true,45478,45886,
107,5,Water Tank Repair,Plumbing,1,,Water Tank Repair provided by experienced technicians.,399.00,30,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45755,45859,
108,5,Geyser Installation,Plumbing,1,,Geyser Installation provided by experienced technicians.,599.00,45,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,3.75,4,true,45840,45945,
109,5,Drain Cleaning,Plumbing,1,,Drain Cleaning provided by experienced technicians.,3000.00,45,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,false,true,APPROVED,,,4.33,3,true,45749,45753,
110,5,Geyser Installation,Plumbing,1,,Geyser Installation provided by experienced technicians.,799.00,90,,Bengaluru,Karnataka,560068,13.0252,77.5465,09:00:00,18:00:00,true,true,APPROVED,,,4.00,1,true,45914,45930,
111,6,Pest Control,Home Services,4,,Pest Control provided by experienced technicians.,799.00,45,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45692,45744,
112,6,Home Cleaning,Home Services,4,,Home Cleaning provided by experienced technicians.,299.00,45,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45456,45622,
113,6,Carpet Cleaning,Home Services,4,,Carpet Cleaning provided by experienced technicians.,999.00,60,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,5.00,1,true,45741,45890,
114,6,AC Service,Home Services,4,,AC Service provided by experienced technicians.,999.00,45,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,4.50,2,true,45688,45700,
115,6,Gardening,Home Services,4,,Gardening provided by experienced technicians.,2500.00,60,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,4.00,1,true,45350,45473,
116,6,AC Service,Home Services,4,,AC Service provided by experienced technicians.,3000.00,45,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45647,45802,
117,6,AC Service,Home Services,4,,AC Service provided by experienced technicians.,999.00,45,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45293,45814,
118,6,Pest Control,Home Services,4,,Pest Control provided by experienced technicians.,1999.00,30,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,4.33,3,true,45584,45635,
119,6,Gardening,Home Services,4,,Gardening provided by experienced technicians.,1999.00,90,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,false,false,APPROVED,,,4.67,3,true,45296,45851,
120,6,Kitchen Cleaning,Home Services,4,,Kitchen Cleaning provided by experienced technicians.,1299.00,45,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,false,true,APPROVED,,,5.00,1,true,45644,45859,
121,6,Sofa Cleaning,Home Services,4,,Sofa Cleaning provided by experienced technicians.,3000.00,90,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,false,false,APPROVED,,,0.00,0,true,45511,45653,
122,6,Kitchen Cleaning,Home Services,4,,Kitchen Cleaning provided by experienced technicians.,2500.00,30,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,true,APPROVED,,,4.33,3,true,45332,45789,
123,6,Refrigerator Repair,Home Services,4,,Refrigerator Repair provided by experienced technicians.,699.00,120,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,true,APPROVED,,,4.00,2,true,45783,45836,
124,6,Bathroom Cleaning,Home Services,4,,Bathroom Cleaning provided by experienced technicians.,799.00,60,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,4.67,3,true,45795,45845,
125,6,Bathroom Cleaning,Home Services,4,,Bathroom Cleaning provided by experienced technicians.,3000.00,60,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,false,true,APPROVED,,,4.25,4,true,45534,45663,
126,6,Carpet Cleaning,Home Services,4,,Carpet Cleaning provided by experienced technicians.,299.00,30,,Bengaluru,Karnataka,560017,12.9438,77.5867,09:00:00,18:00:00,true,false,APPROVED,,,4.00,3,true,45713,45938,
